,Image file,Pet,Class id,Species id,Breed id
91,Birman_114_am.jpg,Cat: birman,7,1,3
92,miniature_pinscher_184.jpg,Dog: miniature pinscher,22,2,15
93,miniature_pinscher_184_am.jpg,Dog: miniature pinscher,22,2,15
94,english_setter_50.jpg,Dog: english setter,14,2,8
95,english_setter_50_am.jpg,Dog: english setter,14,2,8
96,Maine_Coon_67.jpg,Cat: maine coon,21,1,7
97,Maine_Coon_67_am.jpg,Cat: maine coon,21,1,7
98,wheaten_terrier_126.jpg,Dog: wheaten terrier,36,2,24
99,wheaten_terrier_126_am.jpg,Dog: wheaten terrier,36,2,24
100,scottish_terrier_173.jpg,Dog: scottish terrier,31,2,21
101,scottish_terrier_173_am.jpg,Dog: scottish terrier,31,2,21
102,miniature_pinscher_27.jpg,Dog: miniature pinscher,22,2,15
103,miniature_pinscher_27_am.jpg,Dog: miniature pinscher,22,2,15
104,samoyed_110.jpg,Dog: samoyed,30,2,20
105,samoyed_110_am.jpg,Dog: samoyed,30,2,20
106,Sphynx_89.jpg,Cat: sphynx,34,1,12
107,Sphynx_89_am.jpg,Cat: sphynx,34,1,12
108,yorkshire_terrier_49.jpg,Dog: yorkshire terrier,37,2,25
109,yorkshire_terrier_49_am.jpg,Dog: yorkshire terrier,37,2,25
110,leonberger_41.jpg,Dog: leonberger,20,2,14
111,leonberger_41_am.jpg,Dog: leonberger,20,2,14
112,chihuahua_190_am.jpg,Dog: chihuahua,11,2,6
113,staffordshire_bull_terrier_44_am.jpg,Dog: staffordshire bull terrier,35,2,23
114,leonberger_168.jpg,Dog: leonberger,20,2,14
115,leonberger_168_am.jpg,Dog: leonberger,20,2,14
116,Egyptian_Mau_50_am.jpg,Cat: egyptian mau,12,1,6
117,german_shorthaired_66.jpg,Dog: german shorthaired,15,2,9
118,german_shorthaired_66_am.jpg,Dog: german shorthaired,15,2,9
119,keeshond_114.jpg,Dog: keeshond,19,2,13
120,keeshond_114_am.jpg,Dog: keeshond,19,2,13
121,chihuahua_46_am.jpg,Dog: chihuahua,11,2,6
122,havanese_184.jpg,Dog: havanese,17,2,11
123,havanese_184_am.jpg,Dog: havanese,17,2,11
124,english_cocker_spaniel_141_am.jpg,Dog: english cocker spaniel,13,2,7
125,shiba_inu_89.jpg,Dog: shiba inu,32,2,22
126,Egyptian_Mau_73.jpg,Cat: egyptian mau,12,1,6
127,Egyptian_Mau_73_am.jpg,Cat: egyptian mau,12,1,6
128,chihuahua_164_am.jpg,Dog: chihuahua,11,2,6
129,english_setter_62.jpg,Dog: english setter,14,2,8
130,english_setter_62_am.jpg,Dog: english setter,14,2,8
131,Sphynx_61.jpg,Cat: sphynx,34,1,12
132,wheaten_terrier_2.jpg,Dog: wheaten terrier,36,2,24
133,Bengal_8.jpg,Cat: bengal,6,1,2
134,Bengal_8_am.jpg,Cat: bengal,6,1,2
135,Siamese_29.jpg,Cat: siamese,33,1,11
136,Siamese_29_am.jpg,Cat: siamese,33,1,11
137,havanese_43.jpg,Dog: havanese,17,2,11
138,Persian_41.jpg,Cat: persian,24,1,8
139,Persian_41_am.jpg,Cat: persian,24,1,8
140,shiba_inu_64.jpg,Dog: shiba inu,32,2,22
141,miniature_pinscher_187.jpg,Dog: miniature pinscher,22,2,15
142,miniature_pinscher_187_am.jpg,Dog: miniature pinscher,22,2,15
143,wheaten_terrier_109_am.jpg,Dog: wheaten terrier,36,2,24
144,Maine_Coon_102.jpg,Cat: maine coon,21,1,7
145,Maine_Coon_102_am.jpg,Cat: maine coon,21,1,7
146,saint_bernard_129.jpg,Dog: saint bernard,29,2,19
147,saint_bernard_129_am.jpg,Dog: saint bernard,29,2,19
148,boxer_80.jpg,Dog: boxer,9,2,5
149,boxer_80_am.jpg,Dog: boxer,9,2,5
150,pomeranian_118_am.jpg,Dog: pomeranian,25,2,17
151,german_shorthaired_74.jpg,Dog: german shorthaired,15,2,9
152,english_cocker_spaniel_24.jpg,Dog: english cocker spaniel,13,2,7
153,english_cocker_spaniel_24_am.jpg,Dog: english cocker spaniel,13,2,7
154,havanese_68.jpg,Dog: havanese,17,2,11
155,havanese_68_am.jpg,Dog: havanese,17,2,11
156,beagle_59.jpg,Dog: beagle,5,2,4
157,beagle_59_am.jpg,Dog: beagle,5,2,4
158,american_pit_bull_terrier_118.jpg,Dog: american pit bull terrier,3,2,2
159,american_pit_bull_terrier_118_am.jpg,Dog: american pit bull terrier,3,2,2
160,Egyptian_Mau_168.jpg,Cat: egyptian mau,12,1,6
161,Egyptian_Mau_168_am.jpg,Cat: egyptian mau,12,1,6
162,wheaten_terrier_153.jpg,Dog: wheaten terrier,36,2,24
163,wheaten_terrier_153_am.jpg,Dog: wheaten terrier,36,2,24
164,american_bulldog_13.jpg,Dog: american bulldog,2,2,1
165,Persian_116.jpg,Cat: persian,24,1,8
166,Persian_116_am.jpg,Cat: persian,24,1,8
167,chihuahua_39_am.jpg,Dog: chihuahua,11,2,6
168,chihuahua_69.jpg,Dog: chihuahua,11,2,6
169,chihuahua_69_am.jpg,Dog: chihuahua,11,2,6
170,Persian_213_am.jpg,Cat: persian,24,1,8
171,British_Shorthair_193.jpg,Cat: british shorthair,10,1,5
172,British_Shorthair_193_am.jpg,Cat: british shorthair,10,1,5
173,american_pit_bull_terrier_99.jpg,Dog: american pit bull terrier,3,2,2
174,american_pit_bull_terrier_99_am.jpg,Dog: american pit bull terrier,3,2,2
175,german_shorthaired_36.jpg,Dog: german shorthaired,15,2,9
176,german_shorthaired_36_am.jpg,Dog: german shorthaired,15,2,9
177,boxer_158.jpg,Dog: boxer,9,2,5
178,pug_54.jpg,Dog: pug,26,2,18
179,pug_54_am.jpg,Dog: pug,26,2,18
180,newfoundland_151.jpg,Dog: newfoundland,23,2,16
181,newfoundland_151_am.jpg,Dog: newfoundland,23,2,16
182,Ragdoll_83_am.jpg,Cat: ragdoll,27,1,9
183,shiba_inu_24.jpg,Dog: shiba inu,32,2,22
184,shiba_inu_24_am.jpg,Dog: shiba inu,32,2,22
185,basset_hound_25_am.jpg,Dog: basset hound,4,2,3
186,Sphynx_95.jpg,Cat: sphynx,34,1,12
187,Sphynx_95_am.jpg,Cat: sphynx,34,1,12
188,samoyed_185_am.jpg,Dog: samoyed,30,2,20
189,saint_bernard_178.jpg,Dog: saint bernard,29,2,19
190,saint_bernard_178_am.jpg,Dog: saint bernard,29,2,19
191,keeshond_120.jpg,Dog: keeshond,19,2,13
192,keeshond_120_am.jpg,Dog: keeshond,19,2,13
193,boxer_22.jpg,Dog: boxer,9,2,5
194,english_cocker_spaniel_62.jpg,Dog: english cocker spaniel,13,2,7
195,miniature_pinscher_176.jpg,Dog: miniature pinscher,22,2,15
196,miniature_pinscher_176_am.jpg,Dog: miniature pinscher,22,2,15
197,beagle_39_am.jpg,Dog: beagle,5,2,4
198,wheaten_terrier_40_am.jpg,Dog: wheaten terrier,36,2,24
199,havanese_174.jpg,Dog: havanese,17,2,11
200,havanese_174_am.jpg,Dog: havanese,17,2,11
201,newfoundland_78.jpg,Dog: newfoundland,23,2,16
202,shiba_inu_99_am.jpg,Dog: shiba inu,32,2,22
203,keeshond_133.jpg,Dog: keeshond,19,2,13
204,keeshond_133_am.jpg,Dog: keeshond,19,2,13
205,beagle_61.jpg,Dog: beagle,5,2,4
206,beagle_61_am.jpg,Dog: beagle,5,2,4
207,saint_bernard_51.jpg,Dog: saint bernard,29,2,19
208,saint_bernard_51_am.jpg,Dog: saint bernard,29,2,19
209,american_bulldog_7.jpg,Dog: american bulldog,2,2,1
210,Bombay_24.jpg,Cat: bombay,8,1,4
211,Bombay_24_am.jpg,Cat: bombay,8,1,4
212,basset_hound_52.jpg,Dog: basset hound,4,2,3
213,basset_hound_52_am.jpg,Dog: basset hound,4,2,3
214,pomeranian_63.jpg,Dog: pomeranian,25,2,17
215,pomeranian_63_am.jpg,Dog: pomeranian,25,2,17
216,newfoundland_149.jpg,Dog: newfoundland,23,2,16
217,newfoundland_149_am.jpg,Dog: newfoundland,23,2,16
218,Egyptian_Mau_86.jpg,Cat: egyptian mau,12,1,6
219,Egyptian_Mau_86_am.jpg,Cat: egyptian mau,12,1,6
220,saint_bernard_57.jpg,Dog: saint bernard,29,2,19
221,saint_bernard_57_am.jpg,Dog: saint bernard,29,2,19
222,Ragdoll_97.jpg,Cat: ragdoll,27,1,9
223,Ragdoll_97_am.jpg,Cat: ragdoll,27,1,9
224,Abyssinian_212.jpg,Cat: abyssinian,1,1,1
225,Abyssinian_212_am.jpg,Cat: abyssinian,1,1,1
226,Sphynx_12_am.jpg,Cat: sphynx,34,1,12
227,Birman_174.jpg,Cat: birman,7,1,3
228,Birman_174_am.jpg,Cat: birman,7,1,3
229,pug_189.jpg,Dog: pug,26,2,18
230,pug_189_am.jpg,Dog: pug,26,2,18
231,boxer_103.jpg,Dog: boxer,9,2,5
232,basset_hound_193.jpg,Dog: basset hound,4,2,3
233,basset_hound_193_am.jpg,Dog: basset hound,4,2,3
234,english_cocker_spaniel_155.jpg,Dog: english cocker spaniel,13,2,7
235,english_cocker_spaniel_155_am.jpg,Dog: english cocker spaniel,13,2,7
236,american_pit_bull_terrier_174.jpg,Dog: american pit bull terrier,3,2,2
237,newfoundland_142.jpg,Dog: newfoundland,23,2,16
238,newfoundland_142_am.jpg,Dog: newfoundland,23,2,16
239,Birman_5.jpg,Cat: birman,7,1,3
240,japanese_chin_70.jpg,Dog: japanese chin,18,2,12
241,japanese_chin_70_am.jpg,Dog: japanese chin,18,2,12
242,Persian_22.jpg,Cat: persian,24,1,8
243,Persian_22_am.jpg,Cat: persian,24,1,8
244,miniature_pinscher_41.jpg,Dog: miniature pinscher,22,2,15
245,miniature_pinscher_41_am.jpg,Dog: miniature pinscher,22,2,15
246,Persian_141.jpg,Cat: persian,24,1,8
247,Persian_141_am.jpg,Cat: persian,24,1,8
248,pug_115.jpg,Dog: pug,26,2,18
249,pug_115_am.jpg,Dog: pug,26,2,18
250,yorkshire_terrier_30.jpg,Dog: yorkshire terrier,37,2,25
251,yorkshire_terrier_30_am.jpg,Dog: yorkshire terrier,37,2,25
252,Maine_Coon_197.jpg,Cat: maine coon,21,1,7
253,Maine_Coon_197_am.jpg,Cat: maine coon,21,1,7
254,Siamese_33.jpg,Cat: siamese,33,1,11
255,Maine_Coon_217.jpg,Cat: maine coon,21,1,7
256,Maine_Coon_217_am.jpg,Cat: maine coon,21,1,7
257,pomeranian_32.jpg,Dog: pomeranian,25,2,17
258,havanese_46.jpg,Dog: havanese,17,2,11
259,havanese_46_am.jpg,Dog: havanese,17,2,11
260,american_bulldog_48.jpg,Dog: american bulldog,2,2,1
261,pug_107.jpg,Dog: pug,26,2,18
262,pug_107_am.jpg,Dog: pug,26,2,18
263,havanese_60_am.jpg,Dog: havanese,17,2,11
264,german_shorthaired_75_am.jpg,Dog: german shorthaired,15,2,9
265,wheaten_terrier_39.jpg,Dog: wheaten terrier,36,2,24
266,wheaten_terrier_39_am.jpg,Dog: wheaten terrier,36,2,24
267,Persian_255.jpg,Cat: persian,24,1,8
268,great_pyrenees_160.jpg,Dog: great pyrenees,16,2,10
269,great_pyrenees_160_am.jpg,Dog: great pyrenees,16,2,10
270,american_bulldog_129.jpg,Dog: american bulldog,2,2,1
271,american_bulldog_129_am.jpg,Dog: american bulldog,2,2,1
272,basset_hound_97_am.jpg,Dog: basset hound,4,2,3
273,newfoundland_77.jpg,Dog: newfoundland,23,2,16
274,newfoundland_77_am.jpg,Dog: newfoundland,23,2,16
275,havanese_25.jpg,Dog: havanese,17,2,11
276,havanese_25_am.jpg,Dog: havanese,17,2,11
277,japanese_chin_56.jpg,Dog: japanese chin,18,2,12
278,japanese_chin_56_am.jpg,Dog: japanese chin,18,2,12
279,chihuahua_41_am.jpg,Dog: chihuahua,11,2,6
280,Bombay_12.jpg,Cat: bombay,8,1,4
281,Bombay_12_am.jpg,Cat: bombay,8,1,4
282,newfoundland_150.jpg,Dog: newfoundland,23,2,16
283,newfoundland_150_am.jpg,Dog: newfoundland,23,2,16
284,havanese_63.jpg,Dog: havanese,17,2,11
285,havanese_63_am.jpg,Dog: havanese,17,2,11
286,Russian_Blue_184.jpg,Cat: russian blue,28,1,10
287,Russian_Blue_184_am.jpg,Cat: russian blue,28,1,10
288,Persian_71.jpg,Cat: persian,24,1,8
289,Persian_71_am.jpg,Cat: persian,24,1,8
290,pomeranian_176_am.jpg,Dog: pomeranian,25,2,17
291,samoyed_82_am.jpg,Dog: samoyed,30,2,20
292,staffordshire_bull_terrier_93.jpg,Dog: staffordshire bull terrier,35,2,23
293,staffordshire_bull_terrier_93_am.jpg,Dog: staffordshire bull terrier,35,2,23
294,Bombay_32.jpg,Cat: bombay,8,1,4
295,Bombay_32_am.jpg,Cat: bombay,8,1,4
296,British_Shorthair_203_am.jpg,Cat: british shorthair,10,1,5
297,wheaten_terrier_134.jpg,Dog: wheaten terrier,36,2,24
298,wheaten_terrier_134_am.jpg,Dog: wheaten terrier,36,2,24
299,pug_132_am.jpg,Dog: pug,26,2,18
300,samoyed_41_am.jpg,Dog: samoyed,30,2,20
301,shiba_inu_178.jpg,Dog: shiba inu,32,2,22
302,shiba_inu_178_am.jpg,Dog: shiba inu,32,2,22
303,Birman_23.jpg,Cat: birman,7,1,3
304,Russian_Blue_215.jpg,Cat: russian blue,28,1,10
305,Russian_Blue_215_am.jpg,Cat: russian blue,28,1,10
306,pomeranian_143.jpg,Dog: pomeranian,25,2,17
307,pomeranian_143_am.jpg,Dog: pomeranian,25,2,17
308,newfoundland_98.jpg,Dog: newfoundland,23,2,16
309,newfoundland_98_am.jpg,Dog: newfoundland,23,2,16
310,Birman_52.jpg,Cat: birman,7,1,3
311,Birman_52_am.jpg,Cat: birman,7,1,3
312,staffordshire_bull_terrier_134.jpg,Dog: staffordshire bull terrier,35,2,23
313,staffordshire_bull_terrier_137.jpg,Dog: staffordshire bull terrier,35,2,23
314,staffordshire_bull_terrier_137_am.jpg,Dog: staffordshire bull terrier,35,2,23
315,chihuahua_198.jpg,Dog: chihuahua,11,2,6
316,Persian_117_am.jpg,Cat: persian,24,1,8
317,newfoundland_37_am.jpg,Dog: newfoundland,23,2,16
318,american_bulldog_2.jpg,Dog: american bulldog,2,2,1
319,american_bulldog_2_am.jpg,Dog: american bulldog,2,2,1
320,great_pyrenees_83.jpg,Dog: great pyrenees,16,2,10
321,great_pyrenees_83_am.jpg,Dog: great pyrenees,16,2,10
322,havanese_130_am.jpg,Dog: havanese,17,2,11
323,miniature_pinscher_108_am.jpg,Dog: miniature pinscher,22,2,15
324,chihuahua_73.jpg,Dog: chihuahua,11,2,6
325,chihuahua_73_am.jpg,Dog: chihuahua,11,2,6
326,pomeranian_106.jpg,Dog: pomeranian,25,2,17
327,pomeranian_106_am.jpg,Dog: pomeranian,25,2,17
328,english_setter_45.jpg,Dog: english setter,14,2,8
329,Bombay_25.jpg,Cat: bombay,8,1,4
330,Bombay_25_am.jpg,Cat: bombay,8,1,4
331,Siamese_205.jpg,Cat: siamese,33,1,11
332,Siamese_205_am.jpg,Cat: siamese,33,1,11
333,keeshond_184_am.jpg,Dog: keeshond,19,2,13
334,chihuahua_133.jpg,Dog: chihuahua,11,2,6
335,chihuahua_133_am.jpg,Dog: chihuahua,11,2,6
336,havanese_199.jpg,Dog: havanese,17,2,11
337,japanese_chin_21.jpg,Dog: japanese chin,18,2,12
338,japanese_chin_21_am.jpg,Dog: japanese chin,18,2,12
339,english_setter_84.jpg,Dog: english setter,14,2,8
340,english_setter_84_am.jpg,Dog: english setter,14,2,8
341,saint_bernard_19.jpg,Dog: saint bernard,29,2,19
342,saint_bernard_19_am.jpg,Dog: saint bernard,29,2,19
343,american_bulldog_54_am.jpg,Dog: american bulldog,2,2,1
344,British_Shorthair_98.jpg,Cat: british shorthair,10,1,5
345,British_Shorthair_98_am.jpg,Cat: british shorthair,10,1,5
346,leonberger_97_am.jpg,Dog: leonberger,20,2,14
347,Birman_151_am.jpg,Cat: birman,7,1,3
348,american_bulldog_14.jpg,Dog: american bulldog,2,2,1
349,american_bulldog_14_am.jpg,Dog: american bulldog,2,2,1
350,Birman_13.jpg,Cat: birman,7,1,3
351,japanese_chin_85_am.jpg,Dog: japanese chin,18,2,12
352,Sphynx_90.jpg,Cat: sphynx,34,1,12
353,Sphynx_90_am.jpg,Cat: sphynx,34,1,12
354,scottish_terrier_112.jpg,Dog: scottish terrier,31,2,21
355,scottish_terrier_112_am.jpg,Dog: scottish terrier,31,2,21
356,english_cocker_spaniel_121_am.jpg,Dog: english cocker spaniel,13,2,7
357,Russian_Blue_151.jpg,Cat: russian blue,28,1,10
358,Russian_Blue_151_am.jpg,Cat: russian blue,28,1,10
359,basset_hound_76.jpg,Dog: basset hound,4,2,3
360,basset_hound_76_am.jpg,Dog: basset hound,4,2,3
361,american_pit_bull_terrier_80.jpg,Dog: american pit bull terrier,3,2,2
362,american_pit_bull_terrier_80_am.jpg,Dog: american pit bull terrier,3,2,2
363,Russian_Blue_174.jpg,Cat: russian blue,28,1,10
364,Russian_Blue_174_am.jpg,Cat: russian blue,28,1,10
365,Birman_197.jpg,Cat: birman,7,1,3
366,Birman_197_am.jpg,Cat: birman,7,1,3
367,chihuahua_84.jpg,Dog: chihuahua,11,2,6
368,chihuahua_84_am.jpg,Dog: chihuahua,11,2,6
369,saint_bernard_150.jpg,Dog: saint bernard,29,2,19
370,saint_bernard_150_am.jpg,Dog: saint bernard,29,2,19
371,american_bulldog_39.jpg,Dog: american bulldog,2,2,1
372,american_bulldog_39_am.jpg,Dog: american bulldog,2,2,1
373,german_shorthaired_80_am.jpg,Dog: german shorthaired,15,2,9
374,saint_bernard_197.jpg,Dog: saint bernard,29,2,19
375,saint_bernard_197_am.jpg,Dog: saint bernard,29,2,19
376,chihuahua_80.jpg,Dog: chihuahua,11,2,6
377,chihuahua_80_am.jpg,Dog: chihuahua,11,2,6
378,shiba_inu_10.jpg,Dog: shiba inu,32,2,22
379,shiba_inu_10_am.jpg,Dog: shiba inu,32,2,22
380,staffordshire_bull_terrier_91.jpg,Dog: staffordshire bull terrier,35,2,23
381,staffordshire_bull_terrier_91_am.jpg,Dog: staffordshire bull terrier,35,2,23
382,Bombay_4.jpg,Cat: bombay,8,1,4
383,Bombay_4_am.jpg,Cat: bombay,8,1,4
384,samoyed_29_am.jpg,Dog: samoyed,30,2,20
385,newfoundland_86.jpg,Dog: newfoundland,23,2,16
386,newfoundland_86_am.jpg,Dog: newfoundland,23,2,16
387,japanese_chin_145.jpg,Dog: japanese chin,18,2,12
388,japanese_chin_145_am.jpg,Dog: japanese chin,18,2,12
389,german_shorthaired_14_am.jpg,Dog: german shorthaired,15,2,9
390,Bengal_61.jpg,Cat: bengal,6,1,2
391,Bengal_61_am.jpg,Cat: bengal,6,1,2
392,Egyptian_Mau_120_am.jpg,Cat: egyptian mau,12,1,6
393,Egyptian_Mau_74.jpg,Cat: egyptian mau,12,1,6
394,Egyptian_Mau_74_am.jpg,Cat: egyptian mau,12,1,6
395,Bengal_172_am.jpg,Cat: bengal,6,1,2
396,Bombay_118.jpg,Cat: bombay,8,1,4
397,Bombay_118_am.jpg,Cat: bombay,8,1,4
398,Ragdoll_150.jpg,Cat: ragdoll,27,1,9
399,chihuahua_173.jpg,Dog: chihuahua,11,2,6
400,chihuahua_173_am.jpg,Dog: chihuahua,11,2,6
401,Russian_Blue_198.jpg,Cat: russian blue,28,1,10
402,Russian_Blue_198_am.jpg,Cat: russian blue,28,1,10
403,Russian_Blue_152.jpg,Cat: russian blue,28,1,10
404,chihuahua_161.jpg,Dog: chihuahua,11,2,6
405,saint_bernard_132.jpg,Dog: saint bernard,29,2,19
406,saint_bernard_132_am.jpg,Dog: saint bernard,29,2,19
407,american_pit_bull_terrier_44_am.jpg,Dog: american pit bull terrier,3,2,2
408,leonberger_6.jpg,Dog: leonberger,20,2,14
409,leonberger_6_am.jpg,Dog: leonberger,20,2,14
410,shiba_inu_150.jpg,Dog: shiba inu,32,2,22
411,shiba_inu_150_am.jpg,Dog: shiba inu,32,2,22
412,Birman_31.jpg,Cat: birman,7,1,3
413,Birman_31_am.jpg,Cat: birman,7,1,3
414,Maine_Coon_87.jpg,Cat: maine coon,21,1,7
415,Maine_Coon_87_am.jpg,Cat: maine coon,21,1,7
416,pug_14.jpg,Dog: pug,26,2,18
417,pug_14_am.jpg,Dog: pug,26,2,18
418,english_setter_12_am.jpg,Dog: english setter,14,2,8
419,samoyed_135.jpg,Dog: samoyed,30,2,20
420,wheaten_terrier_31.jpg,Dog: wheaten terrier,36,2,24
421,wheaten_terrier_31_am.jpg,Dog: wheaten terrier,36,2,24
422,Russian_Blue_154_am.jpg,Cat: russian blue,28,1,10
423,boxer_31_am.jpg,Dog: boxer,9,2,5
424,english_cocker_spaniel_20_am.jpg,Dog: english cocker spaniel,13,2,7
425,Bombay_48.jpg,Cat: bombay,8,1,4
426,Bombay_48_am.jpg,Cat: bombay,8,1,4
427,Maine_Coon_78.jpg,Cat: maine coon,21,1,7
428,Maine_Coon_78_am.jpg,Cat: maine coon,21,1,7
429,scottish_terrier_87_am.jpg,Dog: scottish terrier,31,2,21
430,shiba_inu_210.jpg,Dog: shiba inu,32,2,22
431,shiba_inu_210_am.jpg,Dog: shiba inu,32,2,22
432,Persian_72_am.jpg,Cat: persian,24,1,8
433,leonberger_197.jpg,Dog: leonberger,20,2,14
434,leonberger_197_am.jpg,Dog: leonberger,20,2,14
435,Bengal_88.jpg,Cat: bengal,6,1,2
436,Bengal_88_am.jpg,Cat: bengal,6,1,2
437,shiba_inu_86_am.jpg,Dog: shiba inu,32,2,22
438,american_pit_bull_terrier_37.jpg,Dog: american pit bull terrier,3,2,2
439,american_pit_bull_terrier_37_am.jpg,Dog: american pit bull terrier,3,2,2
440,Persian_164.jpg,Cat: persian,24,1,8
441,Persian_164_am.jpg,Cat: persian,24,1,8
442,japanese_chin_14.jpg,Dog: japanese chin,18,2,12
443,pug_137.jpg,Dog: pug,26,2,18
444,pug_137_am.jpg,Dog: pug,26,2,18
445,pug_125.jpg,Dog: pug,26,2,18
